id,job_type,label,unit,price_min_unit_ht,price_avg_unit_ht,price_max_unit_ht,fixed_min_ht,fixed_avg_ht,fixed_max_ht,variability_ratio,confidence,sample_size,source,notes,room_specific,required_room,generic_family
797,isolation_mousse_projetée,Isolation mousse polyuréthane projetée,m2,30.00,50.00,80.00,0.00,0.00,0.00,null,null,0,seed_manual,Ep. 60 mm,false,null,isolation_mousse_projetée
99,isolation_murs_interieurs,Isolation murs intérieurs,m2,35.00,72.00,110.00,0.00,0.00,0.00,null,null,0,seed_manual,RGE,false,null,isolation_murs_interieurs
356,pose_isolation_phonique_chantier_difficile,Isolation phonique (doublage) (chantier difficile),m2,63.00,98.00,132.00,0.00,0.00,0.00,null,null,0,seed_manual,Estimation,false,null,pose_isolation_phonique_chantier_difficile
354,pose_isolation_phonique_complexe,Isolation phonique (doublage) (complexe),m2,61.00,94.00,127.00,0.00,0.00,0.00,null,null,0,seed_manual,Estimation,false,null,pose_isolation_phonique_complexe
353,pose_isolation_phonique_standard,Isolation phonique (doublage) (standard),m2,49.00,75.00,101.00,0.00,0.00,0.00,null,null,0,seed_manual,Estimation,false,null,pose_isolation_phonique_standard
355,pose_isolation_phonique_urgence,Isolation phonique (doublage) (urgence),m2,66.00,101.00,137.00,0.00,0.00,0.00,null,null,0,seed_manual,Estimation,false,null,pose_isolation_phonique_urgence
596,isolation_phonique_cloison,Isolation phonique cloison (laine + placo renforcé),m2,45.00,72.00,115.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,isolation_phonique_cloison
597,isolation_phonique_plafond,Isolation phonique plafond,m2,40.00,68.00,105.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,isolation_phonique_plafond
100,isolation_plancher_bas,Isolation plancher bas,m2,30.00,45.00,75.00,0.00,0.00,0.00,null,null,0,seed_manual,RGE,false,null,isolation_plancher_bas
796,isolation_plancher_bas_ite,Isolation plancher bas par extérieur,m2,55.00,90.00,135.00,0.00,0.00,0.00,null,null,0,seed_manual,EPS 120 mm,false,null,isolation_plancher_bas_ite
599,isolation_plancher_haut,Isolation plancher haut entre logements,m2,22.00,38.00,58.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,isolation_plancher_haut
803,isolation_plancher_polystyrene,Isolation plancher polystyrène dalle (fourni+posé),m2,12.00,20.00,32.00,0.00,0.00,0.00,null,null,0,seed_manual,Ep. 80 mm,false,null,isolation_plancher_polystyrene
600,isolation_sous_toiture_rampant,Isolation rampants sous toiture (laine minérale),m2,38.00,58.00,90.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,isolation_sous_toiture_rampant
264,toiture_isolation_sous_rampant,Isolation sous rampant + placo,m2,59.00,85.00,110.00,0.00,0.00,0.00,null,null,0,seed_manual,RGE,false,null,toiture_isolation_sous_rampant
375,isolation_sous_sol,Isolation sous-sol/plafond,m2,36.00,55.00,74.00,0.00,0.00,0.00,null,null,0,seed_manual,Estimation,true,"[""cave""]",isolation
98,isolation_murs_exterieurs,Isolation thermique par l'extérieur (ITE),m2,90.00,130.00,180.00,0.00,0.00,0.00,null,null,0,seed_manual,RGE,true,"[""exterieur""]",isolation_murs
799,isolation_toiture_interieur_pente,Isolation toiture par intérieur en pente,m2,50.00,80.00,120.00,0.00,0.00,0.00,null,null,0,seed_manual,LDR + frein vapeur,false,null,isolation_toiture_interieur_pente
101,isolation_toiture,Isolation toiture rampants,m2,40.00,60.00,95.00,0.00,0.00,0.00,null,null,0,seed_manual,RGE,false,null,isolation_toiture
102,isolation_toiture_sarking,Isolation toiture sarking,m2,90.00,140.00,220.00,0.00,0.00,0.00,null,null,0,seed_manual,Rénovation lourde,false,null,isolation_toiture_sarking
598,isolation_vide_sanitaire,Isolation vide sanitaire (panneaux/rouleaux),m2,25.00,42.00,65.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,isolation_vide_sanitaire
263,isolation_exterieure_ite_enduit,ITE + enduit finition,m2,112.00,150.00,188.00,0.00,0.00,0.00,null,null,0,seed_manual,RGE,true,"[""exterieur""]",isolation
595,ITE_enduit_mince,ITE enduit mince (polystyrène + enduit),m2,80.00,125.00,172.00,0.00,0.00,0.00,null,null,0,seed_manual,RGE,false,null,ITE_enduit_mince
754,isolation_ite_eps,ITE EPS graphite (fourni+posé),m2,70.00,105.00,150.00,0.00,0.00,0.00,null,null,0,seed_manual,Ep. 120 mm R≥3.4,false,null,isolation_ite_eps
753,isolation_ite_laine_roche,ITE laine de roche (fourni+posé),m2,90.00,130.00,185.00,0.00,0.00,0.00,null,null,0,seed_manual,Ep. 100 mm R≥2.8,false,null,isolation_ite_laine_roche
792,isolation_iti_laine_roche,ITI laine de roche sur ossature (fourni+posé),m2,45.00,70.00,105.00,0.00,0.00,0.00,null,null,0,seed_manual,Ep. 100 mm R≥2.6,false,null,isolation_iti_laine_roche
793,isolation_iti_laine_de_verre,ITI laine de verre sur ossature (fourni+posé),m2,35.00,55.00,85.00,0.00,0.00,0.00,null,null,0,seed_manual,Ep. 100 mm R≥2.6,false,null,isolation_iti_laine_de_verre
104,joint_carrelage,Joints carrelage,m2,6.00,12.00,20.00,0.00,0.00,0.00,null,null,0,seed_manual,null,false,null,joint_carrelage
183,pose_silicone_sdb,Joints silicone SDB (périphérie),forfait,0.00,0.00,0.00,40.00,90.00,180.00,null,null,0,seed_manual,Rénovation,true,"[""sdb""]",pose_silicone
860,lambris_bois_plafond,Lambris bois plafond (fourni+posé),m2,30.00,52.00,85.00,0.00,0.00,0.00,null,null,0,seed_manual,Sapin ou pin,false,null,lambris_bois_plafond
436,lavabo_fourniture_pose,Lavabo (fourni+posé),forfait,0.00,0.00,0.00,292.00,450.00,608.00,null,null,0,seed_manual,Selon gamme,false,null,lavabo_fourniture_pose
897,lavabo_suspendu,Lavabo suspendu (fourni+posé),unite,300.00,550.00,950.00,0.00,0.00,0.00,null,null,0,seed_manual,Hors robinetterie,false,null,lavabo_suspendu
106,lessivage_murs,Lessivage / nettoyage murs,m2,3.00,6.00,12.00,0.00,0.00,0.00,null,null,0,seed_manual,Avant peinture,false,null,lessivage_murs
843,liège_sol_collé,Liège sol collé (fourni+posé),m2,30.00,55.00,85.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,liège_sol_collé
257,local_technique_piscine,Local technique piscine (création),forfait,0.00,0.00,0.00,1625.00,2500.00,3375.00,null,null,0,seed_manual,Abri/maçonnerie légère,false,null,local_technique_piscine
720,nacelle_location_journee,Location nacelle / plateforme (journée),forfait,0.00,0.00,0.00,350.00,620.00,1150.00,null,null,0,seed_manual,Hors transport,false,null,nacelle_location_journee
922,differentiel_disjoncteur_lot,Lot différentiel 30 mA + disjoncteur sur tableau,forfait,0.00,0.00,0.00,100.00,160.00,280.00,null,null,0,seed_manual,Fourniture et pose différentiel 30mA + disjoncteur sur tableau électrique existant,false,null,differentiel_disjoncteur_lot
917,maconnerie_scellement,Maçonnerie — scellements et raccords,h,45.00,65.00,95.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,maconnerie_scellement
837,marbre_sol,Marbre sol (fourni+posé),m2,120.00,200.00,350.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,marbre_sol
891,marche_en_pierre,Marches en pierre naturelle (fourni+posé),unite,200.00,400.00,750.00,0.00,0.00,0.00,null,null,0,seed_manual,Ep. 3 cm,false,null,marche_en_pierre
531,membrane_epdm_toiture_plate,Membrane EPDM toiture plate (fourni+posé),m2,50.00,82.00,125.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,membrane_epdm_toiture_plate
111,menuiserie_taux_horaire,Menuisier (taux horaire),heure,40.00,75.00,120.00,0.00,0.00,0.00,null,null,0,seed_manual,Hors fourniture,false,null,menuiserie_taux_horaire
60,diagnostic_loi_boutin,Mesurage loi Boutin,unité,70.00,100.00,150.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,diagnostic_loi_boutin
61,diagnostic_loi_carrez,Mesurage loi Carrez,unité,70.00,100.00,150.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,diagnostic_loi_carrez
781,meuble_cuisine_sur_mesure,Meuble cuisine sur mesure (pose incluse),ml,600.00,1000.00,1800.00,0.00,0.00,0.00,null,null,0,seed_manual,Hors électroménager,true,"[""cuisine""]",meuble
766,meuble_sdb_suspendu,Meuble SDB suspendu avec vasque (fourni+posé),unite,600.00,1100.00,2000.00,0.00,0.00,0.00,null,null,0,seed_manual,Double vasque +30%,true,"[""sdb""]",meuble
431,pose_meuble_vasque_global,Meuble vasque (fourni+posé),forfait,0.00,0.00,0.00,552.00,850.00,1148.00,null,null,0,seed_manual,Estimation,false,null,pose_meuble_vasque_global
703,micro_station_epuration,Micro-station d'épuration,forfait,0.00,0.00,0.00,6000.00,11000.00,19000.00,null,null,0,seed_manual,Hors terrassement,false,null,micro_station_epuration
281,assainissement_microstation,Micro-station d'épuration (pose),forfait,0.00,0.00,0.00,8400.00,12000.00,15600.00,null,null,0,seed_manual,Étude/terrassement,false,null,assainissement_microstation
638,microtopping_sol_murs,Microtopping béton sol / murs,m2,45.00,78.00,128.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,microtopping_sol_murs
887,miroir_salon_pose,Miroir salon / dressing (fourni+posé),unite,150.00,300.00,600.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,true,"[""salon""]",miroir
769,miroir_sdb_eclairage,Miroir SDB avec éclairage LED (fourni+posé),unite,200.00,380.00,700.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,true,"[""sdb""]",miroir
112,mise_a_la_terre,Mise à la terre (complément),forfait,0.00,0.00,0.00,250.00,600.00,1300.00,null,null,0,seed_manual,Selon accessibilité,false,null,mise_a_la_terre
913,mise_a_niveau_plancher,Mise à niveau plancher (ragréage + chape),m2,20.00,38.00,60.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,mise_a_niveau_plancher
293,mise_aux_normes_elec,Mise aux normes électrique (petit logement),forfait,0.00,0.00,0.00,1430.00,2200.00,2970.00,null,null,0,seed_manual,Diagnostic préalable,false,null,mise_aux_normes_elec
823,mise_aux_normes_elec_logement,Mise aux normes électrique logement (complet),unite,4000.00,8000.00,15000.00,0.00,0.00,0.00,null,null,0,seed_manual,F3/F4 80 m²,false,null,mise_aux_normes_elec_logement
627,mise_conformite_elec,Mise en conformité électrique complète,forfait,0.00,0.00,0.00,1200.00,2300.00,4200.00,null,null,0,seed_manual,Base,false,null,mise_conformite_elec
472,piscine_travaux_securite,Mise en conformité sécurité piscine,forfait,0.00,0.00,0.00,390.00,650.00,910.00,null,null,0,seed_manual,Selon options,false,null,piscine_travaux_securite
258,mise_en_service_piscine,Mise en service piscine / hivernage,forfait,0.00,0.00,0.00,90.00,180.00,270.00,null,null,0,seed_manual,Entretien saisonnier,false,null,mise_en_service_piscine
438,mitigeur_fourniture_pose,Mitigeur (fourni+posé),forfait,0.00,0.00,0.00,292.00,450.00,608.00,null,null,0,seed_manual,Selon gamme,false,null,mitigeur_fourniture_pose
921,mortaise_grille_ventilation,Mortaise menuiserie existante + pose grille ventilation,forfait,0.00,0.00,0.00,60.00,110.00,180.00,null,null,0,seed_manual,Création mortaise sur dormant/ouvrant existant + fourniture et pose grille de ventilation,false,null,mortaise_grille_ventilation
269,pose_portail_motorisation,Motorisation portail (pose),forfait,0.00,0.00,0.00,358.00,650.00,942.00,null,null,0,seed_manual,Hors kit,false,null,pose_portail_motorisation
270,porte_garage_motorisation,Motorisation porte de garage (pose),forfait,0.00,0.00,0.00,302.00,550.00,798.00,null,null,0,seed_manual,Hors moteur,true,"[""garage""]",porte
115,motorisation_volet,Motorisation volet,unité,150.00,250.00,400.00,0.00,0.00,0.00,null,null,0,seed_manual,null,false,null,motorisation_volet
298,mur_brique,Mur brique (hors enduit),m2,91.00,140.00,189.00,0.00,0.00,0.00,null,null,0,seed_manual,null,false,null,mur_brique
748,mur_brique_20,Mur brique 20 cm monomur (fourni+posé),m2,80.00,120.00,170.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,mur_brique_20
546,mur_brique_monomur,Mur brique monomur 30 cm (fourni+posé),m2,92.00,138.00,198.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,mur_brique_monomur
545,mur_brique_pleine,Mur briques pleines (fourni+posé),m2,75.00,118.00,168.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,mur_brique_pleine
550,mur_soutenement_beton,Mur de soutènement béton armé,ml,250.00,420.00,680.00,0.00,0.00,0.00,null,null,0,seed_manual,Selon hauteur,false,null,mur_soutenement_beton
297,mur_parpaing,Mur parpaing (hors enduit),m2,78.00,120.00,162.00,0.00,0.00,0.00,null,null,0,seed_manual,null,false,null,mur_parpaing
747,mur_parpaing_20,Mur parpaing 20 cm (fourni+posé),m2,55.00,80.00,115.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,mur_parpaing_20
484,pose_cloture_muret_enduit,Muret + enduit (pose),ml,143.00,220.00,297.00,0.00,0.00,0.00,null,null,0,seed_manual,null,false,null,pose_cloture_muret_enduit
744,nettoyage_toiture_hydrofuge,Nettoyage + hydrofugeant toiture,m2,8.00,15.00,25.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,nettoyage_toiture_hydrofuge
268,nettoyage_facade,Nettoyage façade,m2,9.00,18.00,27.00,0.00,0.00,0.00,null,null,0,seed_manual,Hydrogommage possible,false,null,nettoyage_facade
116,nettoyage_fin_chantier,Nettoyage fin de chantier,m2,2.00,4.00,8.00,0.00,0.00,0.00,null,null,0,seed_manual,Après travaux,false,null,nettoyage_fin_chantier
719,nettoyage_chantier_pro,Nettoyage fin de chantier professionnel,m2,3.00,6.00,14.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,nettoyage_chantier_pro
708,nettoyage_pression_canalisation,Nettoyage haute pression canalisations,ml,10.00,22.00,42.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,nettoyage_pression_canalisation
893,nez_de_marche,Nez de marche bois ou alu (fourni+posé),unite,30.00,55.00,90.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,nez_de_marche
424,pose_cloture_occultation,Occultation clôture (lames),ml,29.00,45.00,61.00,0.00,0.00,0.00,null,null,0,seed_manual,Estimation,false,null,pose_cloture_occultation
118,ouverture_non_porteur,Ouverture mur non porteur,forfait,0.00,0.00,0.00,250.00,500.00,1000.00,null,null,0,seed_manual,null,false,null,ouverture_non_porteur
120,ouverture_porteur,Ouverture mur porteur,forfait,0.00,0.00,0.00,2000.00,4000.00,9000.00,null,null,0,seed_manual,null,false,null,ouverture_porteur
119,ouverture_porte,Ouverture porte (claquée),forfait,0.00,0.00,0.00,90.00,160.00,280.00,null,null,0,seed_manual,Jours/nuits en sus,false,null,ouverture_porte
125,pack_diagnostics_complet,Pack diagnostics immobilier complet,forfait,0.00,0.00,0.00,300.00,450.00,650.00,null,null,0,seed_manual,Base,false,null,pack_diagnostics_complet
126,pack_diagnostics_location,Pack diagnostics location,forfait,0.00,0.00,0.00,120.00,180.00,260.00,null,null,0,seed_manual,Base,false,null,pack_diagnostics_location
127,pack_diagnostics_vente_appartement,Pack diagnostics vente appartement,forfait,0.00,0.00,0.00,220.00,320.00,450.00,null,null,0,seed_manual,Base,false,null,pack_diagnostics_vente_appartement
128,pack_diagnostics_vente_maison,Pack diagnostics vente maison,forfait,0.00,0.00,0.00,260.00,380.00,550.00,null,null,0,seed_manual,Base,false,null,pack_diagnostics_vente_maison
428,pose_domotique_pack,Pack domotique (pose),forfait,0.00,0.00,0.00,358.00,550.00,742.00,null,null,0,seed_manual,Estimation,false,null,pose_domotique_pack
430,pose_spots_sdb_pack,Pack spots SDB (pose),forfait,0.00,0.00,0.00,228.00,350.00,473.00,null,null,0,seed_manual,Estimation,true,"[""sdb""]",pose_spots
821,panneau_solaire_thermique,Panneau solaire thermique (fourni+posé),unite,4000.00,7000.00,12000.00,0.00,0.00,0.00,null,null,0,seed_manual,CESI 1-2 pers.,false,null,panneau_solaire_thermique
129,panneaux_photovoltaiques_3kwc,Panneaux photovoltaïques 3 kWc,forfait,0.00,0.00,0.00,6500.00,8500.00,11000.00,null,null,0,seed_manual,RGE,false,null,panneaux_photovoltaiques_3kwc
130,panneaux_photovoltaiques_6kwc,Panneaux photovoltaïques 6 kWc,forfait,0.00,0.00,0.00,11000.00,14500.00,19000.00,null,null,0,seed_manual,RGE,false,null,panneaux_photovoltaiques_6kwc
131,panneaux_photovoltaiques_9kwc,Panneaux photovoltaïques 9 kWc,forfait,0.00,0.00,0.00,15000.00,19000.00,25000.00,null,null,0,seed_manual,RGE,false,null,panneaux_photovoltaiques_9kwc
488,installation_panneaux_solaire_3kwc_mo,Panneaux solaires 3kWc — pose (MO),forfait,0.00,0.00,0.00,1170.00,1800.00,2430.00,null,null,0,seed_manual,null,false,null,installation_panneaux_solaire_3kwc_mo
489,installation_panneaux_solaire_6kwc_mo,Panneaux solaires 6kWc — pose (MO),forfait,0.00,0.00,0.00,1690.00,2600.00,3510.00,null,null,0,seed_manual,null,false,null,installation_panneaux_solaire_6kwc_mo
490,installation_panneaux_solaire_9kwc_mo,Panneaux solaires 9kWc — pose (MO),forfait,0.00,0.00,0.00,2210.00,3400.00,4590.00,null,null,0,seed_manual,null,false,null,installation_panneaux_solaire_9kwc_mo
855,papier_peint_pose,Papier peint (fourni+posé),m2,25.00,45.00,75.00,0.00,0.00,0.00,null,null,0,seed_manual,Hors papier peint haut de gamme,false,null,papier_peint_pose
432,pose_paroi_douche_global,Paroi douche global incl. étanchéité (fourni+posé),forfait,0.00,0.00,0.00,488.00,750.00,1013.00,null,null,0,seed_manual,Estimation,false,null,pose_paroi_douche_global
445,paroi_douche_fourniture_pose,Paroi douche simple (fourni+posé),forfait,0.00,0.00,0.00,292.00,450.00,608.00,null,null,0,seed_manual,Selon gamme,false,null,paroi_douche_fourniture_pose
764,paroi_douche_verre,Paroi douche verre trempé (fourni+posé),unite,400.00,700.00,1200.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,paroi_douche_verre
320,parquet_stratifie_premium,Parquet stratifié premium (fourni+posé),m2,43.00,61.00,79.00,0.00,0.00,0.00,null,null,0,seed_manual,premium,false,null,parquet_stratifie_premium
318,parquet_stratifie_standard,Parquet stratifié standard (fourni+posé),m2,31.00,45.00,58.00,0.00,0.00,0.00,null,null,0,seed_manual,standard,false,null,parquet_stratifie_standard
950,paves_autobloquants_fp,Pavés autobloquants fourniture + pose,m2,70.00,110.00,180.00,300.00,600.00,1200.00,null,null,0,seed_manual,Matériaux inclus (béton C25 pavé standard),false,null,paves_autobloquants_fp
138,peinture_boiseries,"Peinture boiseries (plinthes, encadrements)",ml,6.00,12.00,25.00,0.00,0.00,0.00,null,null,0,seed_manual,Hors réparation lourde,false,null,peinture_boiseries
139,peinture_escalier,Peinture escalier (rénovation),forfait,0.00,0.00,0.00,250.00,600.00,1200.00,null,null,0,seed_manual,Selon état,false,null,peinture_escalier
863,peinture_facade_ravalement,Peinture façade (hors ravalement complet),m2,18.00,30.00,48.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,peinture_facade_ravalement
140,peinture_facade,Peinture façade (simple),m2,18.00,35.00,70.00,0.00,0.00,0.00,null,null,0,seed_manual,Hors ravalement lourd,false,null,peinture_facade
417,peinture_garage,Peinture garage (forfait),forfait,0.00,0.00,0.00,358.00,550.00,742.00,null,null,0,seed_manual,Estimation,true,"[""garage""]",peinture
639,impermeabilisant_facade_peinture,Peinture imperméabilisante façade,m2,10.00,19.00,34.00,0.00,0.00,0.00,null,null,0,seed_manual,Hors échafaudage,false,null,impermeabilisant_facade_peinture
141,peinture_murs,Peinture murs,m2,18.00,35.00,65.00,0.00,0.00,0.00,null,null,0,seed_manual,null,false,null,peinture_murs
260,peinture_piece_12m2,Peinture pièce ~12m² (murs+plafond),forfait,0.00,0.00,0.00,450.00,750.00,1050.00,null,null,0,seed_manual,2 couches,false,null,peinture_piece_12m2
261,peinture_piece_20m2,Peinture pièce ~20m² (murs+plafond),forfait,0.00,0.00,0.00,660.00,1100.00,1540.00,null,null,0,seed_manual,2 couches,false,null,peinture_piece_20m2
143,peinture_plafond,Peinture plafond,m2,22.00,40.00,75.00,0.00,0.00,0.00,null,null,0,seed_manual,null,false,null,peinture_plafond
144,peinture_porte,Peinture porte,unité,60.00,120.00,220.00,0.00,0.00,0.00,null,null,0,seed_manual,null,false,null,peinture_porte
145,peinture_radiateur,Peinture radiateur,unité,40.00,90.00,180.00,0.00,0.00,0.00,null,null,0,seed_manual,null,false,null,peinture_radiateur
259,peinture_salle_bain,Peinture salle de bain (pièce),forfait,0.00,0.00,0.00,330.00,600.00,870.00,null,null,0,seed_manual,Selon préparation,false,null,peinture_salle_bain
771,peinture_sdb_humide,Peinture SDB pièces humides,m2,12.00,20.00,32.00,0.00,0.00,0.00,null,null,0,seed_manual,Deux couches,true,"[""sdb""]",peinture
642,peinture_garage_epoxy_sol,Peinture sol garage époxy,m2,15.00,28.00,52.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,true,"[""garage""]",peinture
664,pergola_bioclimatique_alu,Pergola bioclimatique aluminium (fourni+posé),m2,350.00,580.00,950.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,pergola_bioclimatique_alu
973,photovoltaique_par_kwc,Photovoltaïque autoconsommation (par kWc),kwc,1700.00,2100.00,2400.00,0.00,0.00,0.00,null,null,0,seed_manual,"Inclut onduleur, pose, MES. RGE QualiPV.",false,null,null
838,pierre_naturelle_sol,Pierre naturelle sol (fourni+posé),m2,80.00,135.00,220.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,pierre_naturelle_sol
870,pilier_portail_beton,Piliers portail béton (fourni+posé),unite,200.00,380.00,700.00,0.00,0.00,0.00,null,null,0,seed_manual,Paire,false,null,pilier_portail_beton
678,piscine_beton_construction,Piscine béton armé miroir,forfait,0.00,0.00,0.00,32000.00,55000.00,95000.00,null,null,0,seed_manual,Hors VRD,false,null,piscine_beton_construction
242,piscine_coque_mo,Piscine coque — main d'œuvre (pose),forfait,0.00,0.00,0.00,6300.00,9000.00,11700.00,null,null,0,seed_manual,Terrassement/pose,false,null,piscine_coque_mo
241,piscine_coque_materiel,Piscine coque — matériel seul,forfait,0.00,0.00,0.00,9750.00,13000.00,16250.00,null,null,0,seed_manual,Coque + filtration,false,null,piscine_coque_materiel
238,piscine_coque_global,Piscine coque (fourniture + pose),forfait,0.00,0.00,0.00,16500.00,22000.00,27500.00,null,null,0,seed_manual,Hors aménagements,false,null,piscine_coque_global
677,piscine_coque_polyester,Piscine coque polyester (fourni+posé),forfait,0.00,0.00,0.00,18000.00,32000.00,55000.00,null,null,0,seed_manual,Hors terrassement,false,null,piscine_coque_polyester
240,piscine_hors_sol_global,Piscine hors-sol (pose comprise),forfait,0.00,0.00,0.00,2600.00,4000.00,5400.00,null,null,0,seed_manual,Selon modèle,false,null,piscine_hors_sol_global
244,piscine_maconee_mo,Piscine maçonnée — main d'œuvre (pose),forfait,0.00,0.00,0.00,11050.00,17000.00,22950.00,null,null,0,seed_manual,Gros œuvre,false,null,piscine_maconee_mo
243,piscine_maconee_materiel,Piscine maçonnée — matériel seul,forfait,0.00,0.00,0.00,12600.00,18000.00,23400.00,null,null,0,seed_manual,Kits/structure,false,null,piscine_maconee_materiel
239,piscine_maconee_global,Piscine maçonnée (fourniture + pose),forfait,0.00,0.00,0.00,24500.00,35000.00,45500.00,null,null,0,seed_manual,Béton/armatures,false,null,piscine_maconee_global
880,placard_coulissant,Placard coulissant (fourni+posé),m2,250.00,450.00,800.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,placard_coulissant
879,placard_sur_mesure,Placard sur mesure (fourni+posé),m2,200.00,380.00,700.00,0.00,0.00,0.00,null,null,0,seed_manual,Portes battantes,false,null,placard_sur_mesure
468,piscine_plage_boise,Plage piscine bois (pose),m2,77.00,110.00,143.00,0.00,0.00,0.00,null,null,0,seed_manual,null,false,null,piscine_plage_boise
469,piscine_plage_pierre,Plage piscine pierre (pose),m2,105.00,150.00,195.00,0.00,0.00,0.00,null,null,0,seed_manual,null,false,null,piscine_plage_pierre
779,plan_de_travail_beton_cire,Plan de travail béton ciré (fourni+posé),ml,280.00,450.00,750.00,0.00,0.00,0.00,null,null,0,seed_manual,Ep. 5 cm moulé,false,null,plan_de_travail_beton_cire
576,plan_travail_bois_massif_pose,Plan de travail bois massif (hors fourniture),ml,80.00,145.00,230.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,plan_travail_bois_massif_pose
574,plan_travail_granit_pose,Plan de travail granit (hors fourniture),ml,100.00,165.00,260.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,plan_travail_granit_pose
777,plan_de_travail_granit,Plan de travail granit naturel (fourni+posé),ml,250.00,420.00,700.00,0.00,0.00,0.00,null,null,0,seed_manual,Ep. 20 mm,false,null,plan_de_travail_granit
778,plan_de_travail_quartz,Plan de travail quartz reconstitué (fourni+posé),ml,300.00,500.00,800.00,0.00,0.00,0.00,null,null,0,seed_manual,Ep. 20 mm,false,null,plan_de_travail_quartz
575,plan_travail_quartz_pose,Plan de travail quartz/silestone (hors fourniture),ml,100.00,185.00,290.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,plan_travail_quartz_pose
780,plan_de_travail_stratifie,Plan de travail stratifié (fourni+posé),ml,80.00,130.00,200.00,0.00,0.00,0.00,null,null,0,seed_manual,Ep. 38 mm,false,null,plan_de_travail_stratifie
577,plan_travail_stratifie_pose,Plan de travail stratifié (hors fourniture),ml,40.00,78.00,125.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,plan_travail_stratifie_pose
408,pose_plancher_chauffant,Plancher chauffant (pose),m2,55.00,85.00,115.00,0.00,0.00,0.00,null,null,0,seed_manual,Estimation,false,null,pose_plancher_chauffant
604,plancher_chauffant_electrique,Plancher chauffant électrique (câble/mat),m2,40.00,68.00,100.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,plancher_chauffant_electrique
811,plancher_chauffant_hydraulique,Plancher chauffant hydraulique (fourni+posé),m2,50.00,80.00,120.00,0.00,0.00,0.00,null,null,0,seed_manual,Hors chaudière,false,null,plancher_chauffant_hydraulique
409,pose_plancher_chauffant_hydro,Plancher chauffant hydraulique (pose),m2,68.00,105.00,142.00,0.00,0.00,0.00,null,null,0,seed_manual,Estimation,false,null,pose_plancher_chauffant_hydro
605,plancher_chauffant_eau,Plancher chauffant hydraulique eau chaude,m2,55.00,88.00,132.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,plancher_chauffant_eau
313,plantation_arbre,Plantation arbre,unité,90.00,180.00,270.00,0.00,0.00,0.00,null,null,0,seed_manual,Hors arbre,false,null,plantation_arbre
474,chauffage_plinthe_elec,Plinthes chauffantes électriques (pose),ml,55.00,85.00,115.00,0.00,0.00,0.00,null,null,0,seed_manual,Hors fourniture,false,null,chauffage_plinthe_elec
151,plomberie_petite_intervention,Plomberie : petite intervention,unité,90.00,140.00,220.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,plomberie_petite_intervention
153,plombier,Plombier taux horaire,heure,40.00,70.00,110.00,0.00,0.00,0.00,null,null,0,seed_manual,null,false,null,plombier
475,chauffage_poele_bois,Poêle à bois (pose),forfait,0.00,0.00,0.00,618.00,950.00,1282.00,null,null,0,seed_manual,Hors appareil,false,null,chauffage_poele_bois
518,poele_bois_fourniture_pose,Poêle à bois / granulés (fourniture + installation),forfait,0.00,0.00,0.00,1800.00,3800.00,7000.00,null,null,0,seed_manual,Base,false,null,poele_bois_fourniture_pose
